kic,tmass_id,mass
9202471,18545867+4539449,1.363
9202597,18551601+4541369,1.204
9202995,18560894+4539263,0.942
9204851,19002282+4539109,1.038
9204871,19002573+4537087,1.181
9205044,19004850+4539285,1.107
9205663,19021015+4540031,1.139
9205705,19021414+4541161,1.122
9205952,19024854+4540475,1.048
9206643,19041596+4539479,1.265
9206941,19050068+4539045,0.997
9209366,19103872+4540098,1.104
9209471,19105106+4537275,0.963
9210116,19121606+4541012,1.501
9210141,19121931+4537367,0.967
9210256,19123310+4537542,1.386
9210319,19124141+4536243,1.075
9210570,19131259+4540535,1.180
9211401,19150223+4540241,1.378
9214176,19203675+4538076,1.461
9214302,19204902+4537443,0.881
9214512,19211120+4538053,1.192
9214827,19214382+4536409,1.208
9215910,19233581+4536578,1.145
9217018,19252341+4541371,1.019
9217456,19260735+4539539,1.284
9217521,19261266+4536237,1.207
9219958,19300955+4537199,1.305
9219997,19301281+4536007,1.169
9220076,19302042+4536520,1.090
9222389,19335498+4537129,1.428
9225958,19390626+4536122,1.242
9226335,19393986+4536187,2.922
9226481,19395079+4539047,1.186
9226739,19401164+4540030,1.168
9227589,19412695+4536244,1.159
9228331,19422830+4538551,1.029
9228346,19422935+4536467,1.405
9228469,19424029+4540062,1.312
9229592,19441280+4539558,1.382
9229601,19441371+4540249,1.753
9237288,19525860+4540454,1.340
9239082,19545628+4536527,1.313
9239173,19550357+4541194,1.182
9240767,19565817+4536349,1.371
9240941,19571060+4537363,2.422
9243306,19595660+4537431,2.446
9244091,20005265+4538462,2.316
9244428,20011607+4541346,2.056
9245283,20021638+4539145,3.173
9246190,20031387+4541150,0.915
9264889,18540886+4545470,1.514
9265513,18553496+4542376,0.985
9265822,18561609+4542163,0.965
9267305,18592279+4544287,0.827
9267654,19000746+4545325,1.138
9268083,19010868+4542564,1.492
9268087,19010907+4547366,1.209
9268146,19011630+4547575,1.167
9268197,19012443+4547079,1.060
9268349,19014689+4542545,0.995
9268703,19023555+4546410,0.922
9269081,19032243+4547495,1.775
9269234,19034482+4543099,1.147
9269302,19035400+4547399,1.462
9269772,19050624+4546141,1.147
9270087,19055085+4543347,1.285
9272281,19110045+4545447,1.071
9273073,19125093+4542340,1.426
9273251,19131848+4545298,1.085
9273827,19143418+4547214,1.924
9274044,19150296+4547535,1.842
9274288,19153439+4544355,1.683
9277886,19222108+4547318,1.051
9278376,19231293+4545503,0.983
9279486,19250672+4544536,1.363
9279769,19253635+4547265,1.458
9279889,19254724+4544081,1.200
9282363,19294630+4545077,1.122
9283112,19305784+4545054,1.088
9283248,19311369+4547094,1.084
9283816,19320963+4542319,1.564
9283918,19321991+4544083,2.246
9285761,19351582+4542099,1.251
9286287,19360222+4546350,1.025
9287916,19382011+4547000,1.180
9288026,19383102+4545251,1.283
9288944,19395526+4542193,0.902
9289780,19410599+4542410,1.051
9291249,19430881+4544039,1.476
9291624,19433713+4542167,1.199
9291830,19435327+4542532,2.313
9291976,19440433+4542366,1.134
9292180,19442128+4543531,1.381
9292208,19442392+4545428,1.218
9292408,19443957+4544495,1.099
9300159,19533934+4543326,1.475
9303109,19570185+4543390,1.472
9303751,19574783+4545583,1.520
9304549,19584267+4546273,1.303
9306046,20003808+4545586,0.939
9307073,20015507+4543192,1.089
9307591,20023548+4547254,1.400
9326421,18543641+4550541,1.038
9326484,18544561+4552386,0.896
9327993,18575975+4553296,1.220
9328682,18593197+4552406,1.967
9328774,18594552+4551386,1.439
9329058,19003422+4553436,1.457
9329200,19005253+4548400,1.433
9329384,19012494+4549177,1.281
9329519,19014347+4553181,0.954
9330758,19043217+4553012,1.360
9331202,19053809+4552207,1.157
9332840,19092934+4549339,1.420
9333184,19101490+4551456,1.100
9333290,19102759+4553438,1.272
9333501,19105835+4553540,0.964
9334010,19120497+4549176,1.105
9334666,19132537+4552024,0.948
9334793,19133928+4553441,1.021
9335191,19143012+4548300,1.095
9335348,19144865+4552089,1.213
9335457,19150203+4551200,1.151
9335518,19150855+4550474,1.176
9335536,19151151+4548196,0.796
9335570,19151622+4553087,1.304
9336090,19162037+4552243,1.183
9339711,19225967+4548488,1.023
9339825,19231035+4553556,0.854
9340114,19234144+4551555,1.125
9340325,19240335+4549289,1.055
9340539,19242308+4548432,2.215
9340623,19243096+4549372,1.125
9340993,19250828+4549421,1.224
9344639,19305904+4553569,1.106
9344741,19310818+4552406,1.258
9346108,19331918+4550377,1.074
9346288,19333652+4551394,1.310
9346602,19340518+4551496,2.141
9346607,19340574+4549361,1.194
9347846,19360113+4551009,1.054
9348987,19374045+4550442,1.273
9349632,19383551+4551079,2.548
9349690,19384127+4549272,0.942
9350031,19390816+4549434,0.943
9350151,19391923+4551568,1.561
9350701,19400554+4553470,1.828
9350965,19403014+4551287,1.855
9351186,19404860+4550187,1.433
9351617,19412582+4549345,1.533
9352513,19423582+4553335,1.783
9353187,19432547+4550566,2.112
9353531,19435508+4549533,0.934
9354037,19443586+4548214,1.688
9363969,19561026+4549215,1.576
9364590,19565510+4553447,1.606
9364778,19570850+4550466,1.917
9367236,20001088+4552220,1.658
9368745,20015744+4553594,1.328
9388422,18544816+4554169,1.173
9388508,18545901+4554477,1.041
9389234,18563217+4554559,1.374
9389690,18573737+4554076,1.261
9390017,18581441+4556412,1.920
9390328,18585749+4556583,0.974
9390666,18594313+4555238,1.085
9390936,19001929+4556544,0.998
9391192,19005753+4558041,0.987
9391954,19024350+4557355,1.228
9392039,19025354+4556093,1.472
9392274,19032171+4559100,1.189
9392650,19040899+4558415,1.139
9392933,19044555+4556345,1.060
9393028,19045852+4555480,1.156
9395535,19104429+4555106,1.049
9396095,19120809+4556396,0.933
9396363,19124662+4559227,1.632
9397110,19142664+4558106,1.317
9402439,19244340+4554046,1.155
9405221,19291515+4559150,1.030
9405269,19291897+4556129,1.283
9405336,19292447+4558192,1.198
9405368,19292754+4559412,1.098
9405555,19294678+4554124,0.976
9405867,19301600+4559582,1.334
9406415,19310938+4559510,2.268
9406426,19310981+4557271,0.925
9406596,19312440+4555064,1.227
9406638,19312786+4559033,1.929
9408278,19340625+4554304,0.988
9408590,19343657+4556115,1.833
9409463,19355931+4558326,1.145
9409513,19360424+4558274,2.756
9411366,19384499+4555512,1.753
9412408,19402552+4557476,1.215
9412682,19404804+4558455,1.074
9414068,19424432+4554595,0.934
9414102,19424709+4559172,1.390
9415248,19442197+4554573,1.561
9417940,19475433+4558057,1.463
9426610,19574617+4557008,1.320
9427247,19583141+4556503,2.274
9427889,19592156+4555432,2.392
9427899,19592216+4556265,1.233
9430402,20022500+4557368,2.251
9430786,20025644+4555176,1.468
9447310,18500567+4605490,1.096
9449413,18552531+4604230,1.034
9450786,18582962+4604002,1.034
9451434,19000443+4604438,0.965
9451604,19002956+4603467,1.140
9451999,19012833+4602084,1.301
9452006,19012905+4604263,1.140
9452570,19024159+4600225,1.523
9453362,19042292+4604293,1.245
9453407,19042954+4605003,0.893
9456153,19105629+4602116,1.194
9456242,19110794+4601219,1.252
9456478,19113915+4601525,1.168
9456506,19114450+4602085,0.976
9456598,19115546+4600056,1.462
9457108,19130295+4605178,1.226
9457533,19135500+4603295,1.218
9457766,19142889+4604419,1.562
9457889,19144470+4602553,1.016
9466520,19300315+4603530,1.147
9466998,19304980+4604339,1.162
9467117,19310087+4602277,1.052
9467361,19312436+4600581,1.039
9468160,19323894+4601494,1.276
9468199,19324274+4600455,3.014
9468930,19335145+4603183,1.228
9469212,19341942+4604596,1.756
9470055,19353687+4600043,1.494
9470210,19355046+4602113,1.171
9470276,19355662+4602401,1.301
9470830,19364289+4604403,1.273
9471284,19371934+4601184,1.653
9471678,19375001+4602199,1.105
9471796,19380032+4603400,2.510
9472064,19382193+4604141,0.780
9472481,19390054+4602242,2.196
9472635,19391583+4601286,0.978
9473921,19410573+4602557,1.023
9474021,19411424+4601483,0.827
9475300,19425837+4605238,1.268
9475697,19432949+4600520,1.237
9475932,19434960+4605076,2.702
9479404,19482142+4602084,2.304
9486819,19562340+4601376,1.073
9488333,19581293+4600436,2.322
9489078,19590425+4602041,1.716
9491316,20013827+4604468,1.729
9508346,18481912+4607484,1.178
9508395,18482877+4606500,0.710
9508595,18485932+4606494,0.845
9511816,18564935+4608330,1.204
9511938,18570822+4611498,1.366
9512426,18581135+4606538,1.116
9512519,18582345+4608532,1.216
9512635,18583901+4611017,1.191
9513046,18593226+4607271,2.558
9513787,19012355+4611501,0.990
9515026,19040977+4606564,1.099
9515045,19041210+4608573,1.175
9517003,19085922+4608044,1.003
9517131,19091613+4606084,0.974
9517331,19094635+4608195,1.099
9517542,19101380+4610279,1.089
9518506,19122784+4611021,1.830
9518802,19130832+4607518,2.614
9519609,19145645+4606409,1.162
9520156,19161190+4606194,0.794
9520864,19174162+4610173,1.105
9521171,19182300+4608294,1.228
9521461,19185984+4611188,1.948
9521696,19192803+4609448,1.173
9529813,19325869+4611436,0.998
9529974,19331428+4611466,1.113
9530396,19335773+4608420,2.139
9531084,19350827+4607349,1.023
9532518,19371736+4607055,1.066
9533544,19384668+4609525,1.097
9533861,19391565+4607378,2.588
9534041,19393293+4611554,2.475
9534802,19404122+4609544,1.139
9534964,19405396+4610361,1.249
9535000,19405647+4607498,1.339
9535050,19410038+4606367,1.898
9535399,19413076+4609079,1.199
9535481,19413747+4609491,1.247
9536330,19425283+4609308,1.393
9539910,19474617+4607533,0.835
9541892,19495882+4611177,3.131
9541946,19500301+4608268,1.174
9542075,19501297+4608444,0.846
9542506,19504200+4610576,1.078
9542779,19505969+4609105,1.391
9544002,19521967+4609320,0.976
9550045,19590667+4606353,1.379
9551807,20011317+4609482,1.185
9569462,18474407+4613071,0.944
9570409,18501964+4615441,1.097
9574272,18590845+4616279,1.165
9574609,18595082+4614038,1.100
9574650,18595862+4614302,1.150
9574730,19001036+4617553,1.747
9575645,19022297+4615098,1.658
9575718,19023196+4614406,0.898
9575847,19024982+4616262,1.241
9576289,19034369+4612028,1.095
9578794,19093598+4614261,1.303
9579328,19104886+4616309,1.366
9579357,19105225+4614099,1.653
9579401,19105843+4616473,1.046
9579860,19120396+4612249,0.983
9579999,19121895+4612556,1.168
9580043,19122426+4615056,1.046
9580171,19124433+4614477,1.016
9580343,19130825+4613420,1.117
9580407,19131675+4616275,0.933
9580991,19143413+4615596,1.768
9581445,19153407+4616559,1.490
9581849,19162782+4614415,1.249
9582005,19164624+4614368,1.339
9582089,19165984+4615368,0.936
9582638,19180725+4614486,0.835
9583430,19193882+4614557,2.504
9583607,19200095+4617534,0.768
9583720,19201381+4617039,1.213
9589500,19294453+4613525,2.287
9589638,19295910+4614585,1.296
9590062,19304122+4614122,1.777
9590930,19320579+4615500,0.996
9591097,19322109+4613410,1.195
9592315,19341818+4615061,1.685
9593412,19355688+4615456,1.392
9593804,19363005+4614500,0.991
9593820,19363131+4612460,1.219
9595822,19392700+4612265,1.625
9595840,19392900+4613349,0.743
9595844,19392914+4616578,1.126
9595924,19393638+4617228,1.518
9596106,19395195+4614405,1.319
9596639,19403746+4613202,1.231
9596867,19405838+4613099,2.051
9596869,19405841+4617167,1.311
9597214,19412981+4613523,1.557
9597524,19415343+4614449,1.308
9601661,19473373+4613516,1.160
9602917,19485607+4617354,1.056
9603327,19492343+4614252,0.802
9604492,19504123+4612251,1.186
9604524,19504457+4615343,1.643
9604795,19510192+4615405,1.014
9605294,19513344+4617498,1.006
9605990,19521782+4615586,1.697
9606195,19523036+4614462,2.224
9606889,19531533+4617052,1.317
9611634,19585356+4612214,1.473
9612084,19592866+4614459,2.727
9631782,18495146+4622483,1.161
9631844,18500304+4622264,1.035
9634962,18573925+4620340,1.329
9635388,18583295+4621227,1.318
9635490,18584305+4623533,0.922
9635603,18585944+4621585,1.000
9635649,18590465+4618569,1.370
9636127,19001242+4623255,1.327
9636300,19003688+4621563,0.945
9636807,19015278+4620115,1.217
9637054,19022724+4622209,1.447
9637337,19030801+4621501,0.929
9640480,19105226+4623403,0.949
9640886,19114487+4623538,1.148
9641246,19123382+4622130,1.170
9641447,19130268+4618411,0.929
9641484,19130772+4623514,1.419
9641636,19133180+4623150,1.145
9641772,19134948+4619416,1.296
9642202,19145172+4619595,1.101
9642805,19160802+4619281,1.628
9643159,19165154+4619219,1.095
9643826,19181886+4619089,0.926
9643914,19182905+4621291,0.772
9644558,19194578+4619275,0.695
9645099,19204141+4620001,1.027
9645361,19210871+4622131,2.636
9649717,19281172+4622111,1.063
9649940,19283307+4619203,1.084
9650046,19284397+4621267,2.133
9650172,19285697+4618066,1.436
9650527,19293316+4623530,1.960
9650881,19300608+4620414,1.448
9652704,19330830+4623242,1.212
9655101,19365712+4622425,2.566
9655167,19370267+4623130,2.483
9656523,19390288+4619264,1.121
9656652,19391410+4618109,1.589
9657917,19411267+4621064,1.354
9658002,19411894+4620324,1.054
9658072,19412485+4618411,1.179
9658793,19422483+4619497,1.240
9658958,19424108+4621235,1.075
9662343,19471502+4619464,1.679
9662344,19471505+4621273,1.229
9662395,19471924+4622032,2.353
9662637,19473678+4618351,1.303
9662723,19474313+4620231,1.726
9662768,19474687+4622389,1.660
9663182,19481603+4618314,1.450
9663247,19482053+4620252,1.201
9664360,19493631+4619328,1.123
9664946,19501738+4619564,1.472
9665229,19503886+4618397,1.179
9666021,19513412+4620365,1.071
9666718,19522027+4622441,1.251
9667064,19524470+4621449,1.343
9667164,19525238+4618419,1.490
9667930,19534454+4623415,2.005
9668064,19535384+4618353,1.910
9673317,20001352+4618082,1.554
9692063,18475111+4626142,1.259
9692431,18485682+4627430,1.513
9692529,18491107+4625444,1.053
9696576,18585365+4629100,1.107
9696716,18591290+4626283,0.950
9697074,19000827+4629426,1.235
9697078,19000838+4626085,0.841
9697618,19012595+4628468,0.866
9698133,19024206+4624530,1.425
9700053,19071182+4629396,1.153
9700899,19091633+4626079,1.163
9701415,19102353+4624249,1.042
9702057,19120015+4628165,1.044
9702609,19131244+4629496,1.121
9702841,19134763+4626327,1.457
9704246,19165551+4627140,0.868
9704258,19165728+4627098,0.978
9704676,19174572+4626262,1.229
9704774,19175759+4628004,1.340
9705542,19192224+4624289,1.058
9705636,19193269+4627109,1.243
9705687,19193756+4629397,2.065
9705759,19194461+4626011,1.196
9706194,19202824+4625590,1.108
9706219,19203150+4624553,1.280
9706585,19210825+4624023,0.896
9711231,19285502+4627106,1.085
9711269,19285963+4624427,1.114
9711349,19290913+4624111,1.043
9711492,19292294+4625252,1.795
9711510,19292513+4624320,1.847
9711988,19301359+4624506,1.681
9712200,19303549+4624247,0.969
9712445,19305854+4629494,1.159
9712510,19310601+4624322,1.314
9712824,19313588+4626273,1.162
9712888,19314242+4625510,1.069
9713083,19320199+4629193,1.526
9713617,19325612+4627412,1.134
9714063,19333972+4627476,1.594
9716081,19365518+4625345,1.038
9716522,19373462+4624098,2.933
9716866,19380324+4627206,1.176
9716994,19381492+4627414,0.962
9717214,19383572+4624093,1.399
9718024,19394402+4627390,1.284
9719012,19411033+4624474,1.201
9723501,19472992+4628551,1.422
9724029,19480603+4626020,1.201
9724324,19482778+4628063,1.396
9724859,19490511+4626307,1.585
9724882,19490667+4629353,1.313
9725292,19493447+4626424,1.385
9726045,19502672+4625332,0.947
9727261,19514319+4625192,0.980
9727392,19515173+4629559,1.430
9727675,19521013+4624568,2.052
9728284,19525166+4629539,1.288
9728845,19532969+4628109,1.917
9752290,18465425+4633280,1.308
9753097,18490564+4631406,1.161
9754133,18514585+4634026,1.128
9754625,18530099+4630434,0.931
9757679,18595702+4630274,1.203
9758145,19011021+4632461,1.310
9758246,19012622+4633000,1.066
9760904,19075361+4634592,0.877
9761215,19083670+4630083,0.810
9761597,19093387+4634546,1.233
9761625,19093801+4635253,1.305
9762408,19112864+4630518,1.178
9762752,19121711+4634184,1.252
9762943,19124372+4631594,1.164
9763419,19135008+4630251,1.091
9763796,19144204+4633144,1.070
9764708,19164886+4634095,1.837
9764758,19165631+4631524,1.314
9766403,19201311+4632527,1.065
9766517,19202381+4635558,1.277
9766639,19203527+4630106,1.460
9766906,19210345+4632415,0.947
9767051,19211712+4633148,1.040
9767322,19214885+4633003,0.851
9767332,19214959+4632421,2.341
9771905,19293708+4632301,1.560
9772366,19302335+4635095,1.467
9773214,19314852+4633568,0.971
9773266,19315614+4633002,1.232
9773741,19324385+4634085,1.117
9773922,19330284+4635402,1.061
9774312,19333993+4635306,1.473
9774549,19340577+4635435,2.290
9775302,19351589+4633548,1.460
9775516,19353809+4633064,1.412
9775566,19354405+4631580,0.929
9775927,19361498+4631091,2.305
9776466,19365957+4632505,1.337
9777088,19375291+4630095,1.201
9777198,19380290+4635575,1.229
9777293,19381149+4635363,0.959
9777536,19383160+4630328,1.621
9777885,19390176+4635305,1.443
9778288,19394044+4633386,2.468
9778887,19403595+4635530,1.121
9779708,19414776+4631385,0.826
9779963,19420867+4632394,1.628
9780183,19422750+4632529,1.237
9782817,19461100+4635060,2.272
9782964,19462259+4635079,1.238
9783225,19464551+4630336,1.011
9783226,19464551+4635020,1.366
9783247,19464744+4635396,1.407
9784586,19482197+4635533,1.720
9784687,19482940+4630038,1.048
9784946,19484618+4633305,1.235
9785675,19493887+4634356,0.854
9786625,19504176+4630543,1.393
9786910,19510009+4635338,3.168
9787045,19510870+4632109,1.191
9787442,19513668+4630296,1.217
9787503,19514121+4633272,1.129
9787723,19515843+4631550,1.433
9787747,19515998+4635166,1.137
9788777,19530790+4630563,1.229
9788834,19531258+4630191,1.181
9790050,19543657+4633104,1.869
9790384,19545970+4632145,1.191
9791929,19564610+4632466,1.429
9811950,18450198+4637195,1.200
9812507,18463672+4636281,1.224
9813713,18500771+4641204,0.870
9813963,18504794+4637102,1.116
9814943,18531971+4636270,2.841
9815488,18542712+4637558,1.337
9818288,19004245+4641310,1.153
9818513,19011890+4638120,1.118
9818564,19012775+4639209,1.061
9818604,19013388+4639433,1.194
9820702,19062708+4641573,1.359
9821622,19083615+4641212,1.493
9821783,19085773+4638246,1.323
9821863,19091508+4636340,0.836
9822609,19105361+4639311,1.002
9823871,19135033+4640212,0.948
9824343,19145366+4636141,1.146
9824516,19151761+4636526,1.481
9824874,19160616+4636132,1.096
9824971,19162014+4636395,0.994
9825039,19162934+4639337,2.046
9825822,19181072+4637554,1.056
9827682,19213703+4640451,1.189
9833073,19305265+4639055,1.348
9833272,19311398+4640026,1.297
9833561,19314523+4641589,1.162
9833591,19314886+4636302,0.943
